"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",0.495787352556363,0.261165310163051,0.809861632296816,0.823182309046388,0.821701015578583,0.321933609666303,0.0544078038074076,0.518502972321585,0.391433530021459,0.738936504116282
"2",0.407777395332232,0.716380280209705,0.963552258443087,0.505653023719788,0.880284981336445,0.574530399404466,0.455180186545476,0.980605218326673,0.666326756123453,0.00058959680609405
"3",0.499102263245732,0.714612593641505,0.681096801068634,0.00384372565895319,0.498354849871248,0.0602852273732424,0.892560552805662,0.975083138793707,0.0856488577555865,0.592212998541072
"4",0.19563672458753,0.368980431929231,0.377954076975584,0.385691398987547,0.278761636465788,0.55466123810038,0.397238680627197,0.840387670788914,0.0903945537284017,0.162266976432875
"5",0.0228034805040807,0.746024886146188,0.390798147534952,0.8739825761877,0.196768162539229,0.176190750440583,0.506659237435088,0.556172898737714,0.378981295973063,0.650085585890338
"6",0.161243847571313,0.928914962569252,0.192795964190736,0.498280346160755,0.307150218402967,0.701046009082347,0.727255163248628,0.493505222257227,0.18074734066613,0.157434094930068
"7",0.551027886103839,0.957066308939829,0.405445153359324,0.787241435376927,0.128205430926755,0.616379391169176,0.079746135044843,0.902031054254621,0.844101746799424,0.201932088239118
"8",0.20189938810654,0.833444935269654,0.766844459110871,0.0949015964288265,0.176623865496367,0.875265227397904,0.433143343776464,0.212782301940024,0.313200293108821,0.928206105018035
"9",0.483472010586411,0.0763196565676481,0.109383839881048,0.128050628118217,0.061036420520395,0.598971254890785,0.29687640001066,0.399367444915697,0.577836830867454,0.0359760045539588
"10",0.53609342337586,0.463748176814988,0.205870356876403,0.0912900909315795,0.269523592432961,0.354062798665836,0.50430573686026,0.912833319278434,0.223273135488853,0.366872843820602
"11",0.726027818862349,0.934479721123353,0.588293083943427,0.101211482193321,0.435832950053737,0.028395096771419,0.430274640442804,0.429448810173199,0.550897494191304,0.50577608961612
"12",0.707700682105497,0.109951005317271,0.862286972347647,0.166457881452516,0.974401926854625,0.910002170829102,0.464858717285097,0.574728357605636,0.393484631320462,0.575564758153632
"13",0.475445344112813,0.931195591576397,0.998475794214755,0.285367229022086,0.543748679105192,0.516469312366098,0.701301720459014,0.589977391529828,0.15085562504828,0.5063519643154
"14",0.28662710567005,0.723656638059765,0.901275015436113,0.320468066958711,0.973015003837645,0.313384468667209,0.414660667302087,0.0182069458533078,0.884256304241717,0.180707268882543
"15",0.0450932127423584,0.340833547059447,0.03048882400617,0.450684920419008,0.342385545372963,0.696604316355661,0.345208645332605,0.883212953805923,0.0662431495729834,0.0738132367841899
"16",0.44860941474326,0.626078265020624,0.377378139644861,0.243324681418017,0.691772172460333,0.632654785877094,0.845891154371202,0.0491948663257062,0.256299541564658,0.618520666612312
"17",0.193161496892571,0.72244191612117,0.573951468802989,0.227083072299138,0.322312329430133,0.909295041114092,0.409055255586281,0.741931892931461,0.673457744298503,0.37153513263911
"18",0.678216211264953,0.500725051388144,0.373834002530202,0.0315739689394832,0.119519571540877,0.996572404867038,0.110759055940434,0.502577165607363,0.893404123838991,0.017933736089617
"19",0.409200691152364,0.0846671236213297,0.582922673085704,0.533997335936874,0.357532686088234,0.489328290568665,0.566868457943201,0.491290450561792,0.282212326303124,0.3907236373052
"20",0.461010234197602,0.539003223879263,0.603897568536922,0.536615340271965,0.67044239025563,0.399167605442926,0.30005490523763,0.237832096870989,0.514431732241064,0.59093971317634
"21",0.176091279601678,0.506599704734981,0.52576372330077,0.769877009792253,0.600415863096714,0.102761724032462,0.305800931062549,0.402655674144626,0.00557533581741154,0.237749517662451
